drive_efficiency,drop_ratio,low_density_growth_rate,density_growth_curve,generation_to_suppression
0.3,2.85,6.0,linear,63.800
0.3,3.0,6.0,linear,59.800
0.35,0.0,6.0,linear,NAN
0.35,0.15,6.0,linear,NAN
0.35,0.3,6.0,linear,NAN
0.35,0.45,6.0,linear,NAN
0.35,0.6,6.0,linear,NAN
0.35,0.75,6.0,linear,NAN
0.35,0.9,6.0,linear,NAN
0.35,1.05,6.0,linear,NAN
0.35,1.2,6.0,linear,NAN
0.35,1.35,6.0,linear,NAN
0.35,1.5,6.0,linear,NAN
0.35,1.65,6.0,linear,NAN
0.35,1.8,6.0,linear,NAN
0.35,1.95,6.0,linear,196.350
0.35,2.1,6.0,linear,112.150
0.35,2.25,6.0,linear,87.700
0.35,2.4,6.0,linear,75.650
0.35,2.55,6.0,linear,68.500
0.35,2.7,6.0,linear,63.400
0.35,2.85,6.0,linear,59.250
0.35,3.0,6.0,linear,55.750
0.4,0.0,6.0,linear,NAN
0.4,0.15,6.0,linear,NAN
0.4,0.3,6.0,linear,NAN
0.4,0.45,6.0,linear,NAN
0.4,0.6,6.0,linear,NAN
0.4,0.75,6.0,linear,NAN
0.4,0.9,6.0,linear,NAN
0.4,1.05,6.0,linear,NAN
0.4,1.2,6.0,linear,NAN
0.4,1.35,6.0,linear,NAN
0.4,1.5,6.0,linear,NAN
0.4,1.65,6.0,linear,NAN
0.4,1.8,6.0,linear,195.900
0.4,1.95,6.0,linear,111.300
0.4,2.1,6.0,linear,86.500
0.4,2.25,6.0,linear,75.050
0.4,2.4,6.0,linear,67.700
0.4,2.55,6.0,linear,62.450
0.4,2.7,6.0,linear,58.000
0.4,2.85,6.0,linear,55.250
0.4,3.0,6.0,linear,52.800
0.45,0.0,6.0,linear,NAN
0.45,0.15,6.0,linear,NAN
0.45,0.3,6.0,linear,NAN
0.45,0.45,6.0,linear,NAN
0.45,0.6,6.0,linear,NAN
0.45,0.75,6.0,linear,NAN
0.45,0.9,6.0,linear,NAN
0.45,1.05,6.0,linear,NAN
0.45,1.2,6.0,linear,NAN
0.45,1.35,6.0,linear,NAN
0.45,1.5,6.0,linear,NAN
0.45,1.65,6.0,linear,201.300
0.45,1.8,6.0,linear,111.150
0.45,1.95,6.0,linear,87.250
0.45,2.1,6.0,linear,75.350
0.45,2.25,6.0,linear,67.200
0.45,2.4,6.0,linear,62.050
0.45,2.55,6.0,linear,57.400
0.45,2.7,6.0,linear,54.850
0.45,2.85,6.0,linear,52.500
0.45,3.0,6.0,linear,49.700
0.5,0.0,6.0,linear,NAN
0.5,0.15,6.0,linear,NAN
0.5,0.3,6.0,linear,NAN
0.5,0.45,6.0,linear,NAN
0.5,0.6,6.0,linear,NAN
0.5,0.75,6.0,linear,NAN
0.5,0.9,6.0,linear,NAN
0.5,1.05,6.0,linear,NAN
0.5,1.2,6.0,linear,NAN
0.5,1.35,6.0,linear,NAN
0.5,1.5,6.0,linear,214.900
0.5,1.65,6.0,linear,109.750
0.5,1.8,6.0,linear,85.200
0.5,1.95,6.0,linear,73.950
0.5,2.1,6.0,linear,66.400
0.5,2.25,6.0,linear,60.600
0.5,2.4,6.0,linear,57.150
0.5,2.55,6.0,linear,53.850
0.5,2.7,6.0,linear,51.350
0.5,2.85,6.0,linear,49.000
0.5,3.0,6.0,linear,47.200
0.55,0.0,6.0,linear,NAN
0.55,0.15,6.0,linear,NAN
0.55,0.3,6.0,linear,NAN
0.55,0.45,6.0,linear,NAN
0.55,0.6,6.0,linear,NAN
0.55,0.75,6.0,linear,NAN
0.55,0.9,6.0,linear,NAN
0.55,1.05,6.0,linear,NAN
0.55,1.2,6.0,linear,NAN
0.55,1.35,6.0,linear,224.650
0.55,1.5,6.0,linear,107.950
0.55,1.65,6.0,linear,85.100
0.55,1.8,6.0,linear,72.750
0.55,1.95,6.0,linear,65.200
0.55,2.1,6.0,linear,60.000
0.55,2.25,6.0,linear,56.300
0.55,2.4,6.0,linear,53.900
0.55,2.55,6.0,linear,50.400
0.55,2.7,6.0,linear,48.750
0.55,2.85,6.0,linear,46.900
0.55,3.0,6.0,linear,45.150
0.6,0.0,6.0,linear,NAN
0.6,0.15,6.0,linear,NAN
0.6,0.3,6.0,linear,NAN
0.6,0.45,6.0,linear,NAN
0.6,0.6,6.0,linear,NAN
0.6,0.75,6.0,linear,NAN
0.6,0.9,6.0,linear,NAN
0.6,1.05,6.0,linear,NAN
0.6,1.2,6.0,linear,224.300
0.6,1.35,6.0,linear,108.400
0.6,1.5,6.0,linear,83.250
0.6,1.65,6.0,linear,72.150
0.6,1.8,6.0,linear,65.250
0.6,1.95,6.0,linear,58.900
0.6,2.1,6.0,linear,55.450
0.6,2.25,6.0,linear,52.950
0.6,2.4,6.0,linear,50.100
0.6,2.55,6.0,linear,47.350
0.6,2.7,6.0,linear,46.500
0.6,2.85,6.0,linear,45.200
0.6,3.0,6.0,linear,43.750
0.65,0.0,6.0,linear,NAN
0.65,0.15,6.0,linear,NAN
0.65,0.3,6.0,linear,NAN
0.65,0.45,6.0,linear,NAN
0.65,0.6,6.0,linear,NAN
0.65,0.75,6.0,linear,NAN
0.65,0.9,6.0,linear,NAN
0.65,1.05,6.0,linear,236.550
0.65,1.2,6.0,linear,109.100
0.65,1.35,6.0,linear,82.850
0.65,1.5,6.0,linear,71.950
0.65,1.65,6.0,linear,63.850
0.65,1.8,6.0,linear,58.900
0.65,1.95,6.0,linear,55.200
0.65,2.1,6.0,linear,51.900
0.65,2.25,6.0,linear,49.500
0.65,2.4,6.0,linear,47.150
0.65,2.55,6.0,linear,45.850
0.65,2.7,6.0,linear,43.800
0.65,2.85,6.0,linear,43.400
0.65,3.0,6.0,linear,41.550
0.7,0.0,6.0,linear,NAN
0.7,0.15,6.0,linear,NAN
0.7,0.3,6.0,linear,NAN
0.7,0.45,6.0,linear,NAN
0.7,0.6,6.0,linear,NAN
0.7,0.75,6.0,linear,NAN
0.7,0.9,6.0,linear,245.400
0.7,1.05,6.0,linear,108.250
0.7,1.2,6.0,linear,83.250
0.7,1.35,6.0,linear,70.300
0.7,1.5,6.0,linear,63.550
0.7,1.65,6.0,linear,57.550
0.7,1.8,6.0,linear,53.900
0.7,1.95,6.0,linear,50.900
0.7,2.1,6.0,linear,48.250
0.7,2.25,6.0,linear,45.750
0.7,2.4,6.0,linear,45.000
0.7,2.55,6.0,linear,43.650
0.7,2.7,6.0,linear,41.900
0.7,2.85,6.0,linear,41.350
0.7,3.0,6.0,linear,40.000
0.75,0.0,6.0,linear,NAN
0.75,0.15,6.0,linear,NAN
0.75,0.3,6.0,linear,NAN
0.75,0.45,6.0,linear,NAN
0.75,0.6,6.0,linear,NAN
0.75,0.75,6.0,linear,265.111
0.75,0.9,6.0,linear,109.400
0.75,1.05,6.0,linear,82.300
0.75,1.2,6.0,linear,70.150
0.75,1.35,6.0,linear,61.950
0.75,1.5,6.0,linear,57.350
0.75,1.65,6.0,linear,52.800
0.75,1.8,6.0,linear,49.750
0.75,1.95,6.0,linear,48.150
0.75,2.1,6.0,linear,45.700
0.75,2.25,6.0,linear,44.350
0.75,2.4,6.0,linear,42.550
0.75,2.55,6.0,linear,41.050
0.75,2.7,6.0,linear,40.400
0.75,2.85,6.0,linear,39.650
0.75,3.0,6.0,linear,39.050
0.8,0.0,6.0,linear,NAN
0.8,0.15,6.0,linear,NAN
0.8,0.3,6.0,linear,NAN
0.8,0.45,6.0,linear,NAN
0.8,0.6,6.0,linear,277.428
0.8,0.75,6.0,linear,109.200
0.8,0.9,6.0,linear,81.400
0.8,1.05,6.0,linear,69.150
0.8,1.2,6.0,linear,62.050
0.8,1.35,6.0,linear,56.100
0.8,1.5,6.0,linear,52.350
0.8,1.65,6.0,linear,49.400
0.8,1.8,6.0,linear,47.250
0.8,1.95,6.0,linear,44.900
0.8,2.1,6.0,linear,42.950
0.8,2.25,6.0,linear,42.050
0.8,2.4,6.0,linear,40.200
0.8,2.55,6.0,linear,39.600
0.8,2.7,6.0,linear,38.300
0.8,2.85,6.0,linear,38.250
0.8,3.0,6.0,linear,37.150
0.85,0.0,6.0,linear,NAN
0.85,0.15,6.0,linear,NAN
0.85,0.3,6.0,linear,NAN
0.85,0.45,6.0,linear,277.100
0.85,0.6,6.0,linear,109.850
0.85,0.75,6.0,linear,81.850
0.85,0.9,6.0,linear,68.850
0.85,1.05,6.0,linear,60.550
0.85,1.2,6.0,linear,56.050
0.85,1.35,6.0,linear,51.100
0.85,1.5,6.0,linear,48.750
0.85,1.65,6.0,linear,45.700
0.85,1.8,6.0,linear,44.250
0.85,1.95,6.0,linear,42.500
0.85,2.1,6.0,linear,41.150
0.85,2.25,6.0,linear,39.600
0.85,2.4,6.0,linear,39.000
0.85,2.55,6.0,linear,37.700
0.85,2.7,6.0,linear,37.000
0.85,2.85,6.0,linear,36.450
0.85,3.0,6.0,linear,35.900
0.9,0.0,6.0,linear,NAN
0.9,0.15,6.0,linear,NAN
0.9,0.3,6.0,linear,NAN
0.9,0.45,6.0,linear,114.600
0.9,0.6,6.0,linear,82.650
0.9,0.75,6.0,linear,69.150
0.9,0.9,6.0,linear,59.600
0.9,1.05,6.0,linear,54.800
0.9,1.2,6.0,linear,49.850
0.9,1.35,6.0,linear,47.300
0.9,1.5,6.0,linear,45.300
0.9,1.65,6.0,linear,43.000
0.9,1.8,6.0,linear,41.550
0.9,1.95,6.0,linear,40.200
0.9,2.1,6.0,linear,38.850
0.9,2.25,6.0,linear,38.000
0.9,2.4,6.0,linear,36.750
0.9,2.55,6.0,linear,35.900
0.9,2.7,6.0,linear,35.550
0.9,2.85,6.0,linear,35.250
0.9,3.0,6.0,linear,34.300
0.95,0.0,6.0,linear,NAN
0.95,0.15,6.0,linear,NAN
0.95,0.3,6.0,linear,121.400
0.95,0.45,6.0,linear,84.800
0.95,0.6,6.0,linear,68.550
0.95,0.75,6.0,linear,59.450
0.95,0.9,6.0,linear,53.850
0.95,1.05,6.0,linear,49.450
0.95,1.2,6.0,linear,46.800
0.95,1.35,6.0,linear,43.200
0.95,1.5,6.0,linear,42.450
0.95,1.65,6.0,linear,40.400
0.95,1.8,6.0,linear,39.000
0.95,1.95,6.0,linear,37.800
0.95,2.1,6.0,linear,36.550
0.95,2.25,6.0,linear,36.200
0.95,2.4,6.0,linear,35.250
0.95,2.55,6.0,linear,34.800
0.95,2.7,6.0,linear,33.550
0.95,2.85,6.0,linear,33.250
0.95,3.0,6.0,linear,32.150
1.0,0.0,6.0,linear,NAN
1.0,0.15,6.0,linear,143.050
1.0,0.3,6.0,linear,88.600
1.0,0.45,6.0,linear,68.550
1.0,0.6,6.0,linear,58.950
1.0,0.75,6.0,linear,53.050
1.0,0.9,6.0,linear,48.100
1.0,1.05,6.0,linear,44.350
1.0,1.2,6.0,linear,41.950
1.0,1.35,6.0,linear,40.650
1.0,1.5,6.0,linear,38.950
1.0,1.65,6.0,linear,37.050
1.0,1.8,6.0,linear,36.100
1.0,1.95,6.0,linear,35.150
1.0,2.1,6.0,linear,34.450
1.0,2.25,6.0,linear,33.750
1.0,2.4,6.0,linear,33.350
1.0,2.55,6.0,linear,32.450
1.0,2.7,6.0,linear,31.450
1.0,2.85,6.0,linear,31.100
1.0,3.0,6.0,linear,30.900
